,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
836,1,0,1,1,62.0,1,0,0,2,0,2,2,0,2,1,0,1,71.4,4487.3
1246,0,0,1,1,45.0,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9
1882,1,0,1,1,29.0,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1834.15
912,1,0,1,1,72.0,1,2,1,2,0,2,0,2,2,1,1,0,106.1,7848.5
4119,1,0,0,0,35.0,1,0,2,1,1,1,1,1,1,1,1,3,19.15,638.0
5687,1,0,0,0,43.0,1,0,1,2,2,2,2,0,0,1,1,1,90.65,3882.3
4738,1,0,0,0,5.0,1,2,1,0,2,2,0,2,2,0,0,3,104.1,541.9
2980,0,0,0,0,72.0,1,2,2,1,1,1,1,1,1,2,0,1,25.45,1866.45
2459,1,0,0,0,8.0,1,0,2,1,1,1,1,1,1,0,1,1,20.45,162.3
2603,0,0,0,0,72.0,1,2,1,2,2,2,2,2,2,2,1,2,114.9,8496.7
2701,0,0,1,1,61.0,1,0,2,1,1,1,1,1,1,1,0,1,19.1,1143.8
5235,1,0,0,0,9.0,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45
146,1,0,0,0,3.0,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35
4975,1,0,1,0,72.0,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2
6815,1,0,1,1,72.0,1,2,0,2,2,2,2,0,0,2,0,0,69.85,5102.35
1488,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25
6232,0,0,0,0,5.0,1,2,1,0,0,2,0,2,2,0,1,2,100.5,514.0
213,0,0,1,1,29.0,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05
1010,1,0,0,0,3.0,1,0,0,2,0,0,0,0,0,0,1,3,50.15,160.85
6844,1,0,0,0,29.0,1,0,1,0,2,0,2,2,0,0,0,3,89.65,2623.65
4437,1,0,1,0,60.0,1,2,1,0,0,2,0,2,2,2,0,1,101.15,6067.4
686,1,0,0,0,51.0,1,2,2,1,1,1,1,1,1,1,1,0,24.6,1266.4
4435,1,0,1,0,17.0,1,2,1,0,2,0,0,0,0,0,1,0,80.5,1336.9
1348,1,0,1,0,10.0,1,0,1,0,0,0,0,2,0,0,1,2,79.95,857.2
4755,1,0,1,0,33.0,1,0,1,0,0,0,0,2,2,0,0,2,91.25,2964.05
6159,0,0,0,1,2.0,1,0,2,1,1,1,1,1,1,1,0,0,20.5,38.25
6653,0,0,0,0,28.0,0,1,0,0,0,2,0,0,0,0,1,3,29.75,790.7
2425,1,0,0,0,26.0,1,0,2,1,1,1,1,1,1,0,1,2,20.3,511.25
6406,0,0,0,0,39.0,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1905.4
4729,0,0,1,1,69.0,0,1,0,0,2,2,0,2,2,2,1,1,54.95,3772.5
6347,1,0,1,0,15.0,1,0,1,0,0,0,0,0,0,0,1,0,68.6,1108.6
5838,1,0,1,1,53.0,1,2,0,2,0,0,2,0,2,0,0,2,71.85,3827.9
6664,0,0,0,0,36.0,1,2,1,0,2,2,0,2,2,1,1,0,104.8,3886.45
6910,1,0,0,1,70.0,1,2,1,2,2,2,2,2,2,2,1,2,114.6,7882.5
2386,0,0,1,1,43.0,1,0,0,0,2,0,0,0,0,0,0,3,50.2,2169.4
3540,0,0,1,1,72.0,1,0,1,2,2,2,2,2,2,2,1,0,108.65,7726.35
1440,1,0,1,1,8.0,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95
4109,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,2,25.05,56.35
3281,1,0,1,0,49.0,1,0,1,0,2,0,0,2,2,2,1,2,94.8,4690.65
6210,0,0,0,1,25.0,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35
6572,1,0,1,0,68.0,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6302.85
1895,1,0,0,1,68.0,1,2,0,2,2,0,2,2,2,2,1,0,86.5,5882.75
4127,1,0,0,1,56.0,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1424.2
6835,1,0,1,0,67.0,1,2,1,0,2,0,0,2,0,1,1,0,88.4,5798.3
3854,0,0,1,0,50.0,1,2,1,2,2,0,2,2,2,0,1,0,109.65,5405.8
2433,1,0,0,0,9.0,0,1,0,2,0,2,2,0,2,1,0,3,50.8,463.6
2770,1,0,1,1,17.0,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1515.1
6573,0,0,1,1,45.0,0,1,0,0,2,2,2,0,2,1,0,0,51.0,2264.5
472,1,0,1,0,9.0,1,0,0,0,0,2,0,2,2,0,1,3,70.05,564.4
2371,0,0,0,0,1.0,1,2,2,1,1,1,1,1,1,0,1,2,25.7,25.7
3120,0,0,1,0,69.0,1,2,2,1,1,1,1,1,1,2,1,1,24.95,1718.35
2707,1,0,0,0,3.0,1,0,1,0,0,2,2,2,2,0,1,2,98.7,293.65
805,0,0,1,1,72.0,1,2,0,0,0,2,0,2,2,2,1,0,76.8,5468.45
6691,0,0,0,0,39.0,0,1,0,2,2,0,2,0,0,1,0,0,41.15,1700.9
783,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,1,2,52.2,52.2
6915,0,0,1,0,72.0,1,2,1,0,0,2,0,2,2,2,1,2,97.85,6841.3
4933,0,0,0,1,4.0,0,1,0,2,2,2,0,2,2,0,1,3,57.2,223.75
5770,0,0,1,0,37.0,1,2,0,2,0,2,2,0,0,1,0,1,68.1,2479.25
2498,1,0,1,0,27.0,1,0,0,0,2,0,2,0,0,0,1,2,53.8,1389.85
6918,0,0,1,0,33.0,1,0,1,2,0,2,2,2,2,1,1,2,103.75,3361.05
5941,0,0,0,0,36.0,0,1,0,0,2,0,2,0,0,0,1,0,34.85,1267.2
2471,0,0,1,0,53.0,1,2,1,0,2,0,0,2,2,0,1,1,98.4,5149.5
5503,1,0,1,1,35.0,1,0,2,1,1,1,1,1,1,1,0,0,20.05,746.75
5827,1,0,1,1,34.0,1,2,1,0,0,2,0,0,2,0,1,1,90.05,3097.0
4537,1,0,1,0,17.0,0,1,0,0,2,0,0,2,2,0,1,3,49.8,836.35
5540,0,0,1,1,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55
1038,1,0,1,0,56.0,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5
1767,0,0,1,0,71.0,1,2,1,2,2,2,2,2,2,2,1,1,115.15,8078.1
3074,0,0,1,1,35.0,1,2,0,2,2,0,0,0,0,0,1,1,59.45,2136.9
446,0,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,3,69.55,69.55
6899,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,45.1,45.1
5834,0,0,1,0,65.0,1,2,1,2,0,2,0,2,2,0,1,2,105.05,6914.95
3499,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.9,20.9
584,0,0,0,0,3.0,1,0,2,1,1,1,1,1,1,0,1,3,20.0,61.7
6114,1,0,0,0,8.0,1,0,0,0,2,0,2,2,0,0,1,2,66.65,520.95
889,0,0,1,1,63.0,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35
3506,1,0,0,0,19.0,1,2,1,2,0,2,0,0,0,0,1,2,84.75,1651.95
5571,1,0,1,0,61.0,1,2,0,0,2,2,0,2,2,1,1,2,79.8,4914.8
5666,1,0,1,0,35.0,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9
4531,1,0,1,1,9.0,1,2,1,0,0,2,0,0,0,0,1,0,79.35,661.25
2996,0,0,0,0,18.0,1,2,0,2,0,2,0,0,0,0,1,3,60.6,1156.35
5352,1,0,0,0,26.0,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2537.0
572,0,0,0,0,11.0,1,0,0,0,0,2,2,0,2,1,0,1,64.9,697.25
5641,1,0,0,1,39.0,1,2,2,1,1,1,1,1,1,1,0,0,25.45,958.45
502,0,0,1,1,70.0,1,2,0,2,0,0,0,0,2,1,0,0,65.2,4543.15
6420,1,0,1,0,32.0,1,2,1,0,0,0,2,0,0,1,1,2,79.25,2619.15
6449,1,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55
5565,0,0,1,0,18.0,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85
603,1,0,0,0,46.0,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4903.2
4388,0,0,0,0,17.0,1,0,2,1,1,1,1,1,1,2,0,3,19.4,358.05
5729,0,0,1,1,36.0,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0
4095,1,0,0,0,3.0,1,0,1,2,0,0,2,0,0,0,1,3,82.3,214.4
5087,0,0,1,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.35,41.85
1875,1,0,1,0,72.0,1,2,1,2,2,2,2,2,2,2,1,1,114.1,8086.4
5878,1,0,0,0,3.0,1,0,2,1,1,1,1,1,1,1,0,3,21.2,52.05
5554,0,0,0,0,63.0,1,0,2,1,1,1,1,1,1,2,1,3,20.6,1298.7
6475,0,0,0,1,19.0,1,2,0,2,2,0,2,2,0,0,1,3,75.9,1375.6
1059,1,0,0,0,23.0,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2
679,1,0,1,0,45.0,1,2,1,0,2,0,0,0,0,0,0,0,81.4,3775.85
2896,1,0,0,0,13.0,1,0,2,1,1,1,1,1,1,1,1,2,19.95,253.8
2092,1,0,1,0,72.0,1,2,0,2,2,2,2,0,2,2,0,1,79.55,5810.9
1951,1,0,1,0,14.0,1,0,0,0,0,2,0,0,0,0,0,1,50.2,668.85
1823,1,0,0,0,19.0,1,0,1,0,2,0,0,0,0,0,1,1,73.85,1424.5
4376,0,0,0,0,45.0,1,0,1,2,2,0,0,2,2,1,1,2,100.3,4483.95
1011,0,0,1,1,71.0,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25
2413,1,0,1,1,7.0,0,1,0,2,0,2,2,0,2,2,0,1,49.65,305.55
60,0,0,1,0,47.0,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1
7042,1,0,0,0,66.0,1,0,1,2,0,2,2,2,2,2,1,0,105.65,6844.5
4017,0,0,0,0,28.0,1,2,0,2,0,2,0,0,0,1,0,3,59.0,1654.45
3318,1,0,0,0,10.0,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25
2804,1,0,1,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,24.1,259.8
2886,0,0,0,0,60.0,1,0,1,2,0,2,2,2,2,0,1,0,104.95,6236.75
3073,0,0,0,0,52.0,0,1,0,2,2,2,0,2,2,2,1,0,58.75,3038.55
6495,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65
291,1,0,0,0,35.0,1,0,0,2,2,2,0,0,0,1,0,3,61.2,2021.2
1721,0,0,0,0,9.0,1,0,1,2,0,0,0,0,0,0,1,1,74.25,639.65
4113,1,0,0,0,36.0,1,0,2,1,1,1,1,1,1,1,1,1,20.35,695.85
6549,0,0,0,0,1.0,1,0,0,0,0,0,0,0,2,0,1,2,56.25,56.25
4961,1,0,1,0,18.0,1,0,0,0,0,0,0,0,0,0,1,0,44.35,768.05
576,1,0,1,1,31.0,1,2,1,2,0,2,0,2,0,1,0,0,98.05,3082.1
4659,0,0,1,1,65.0,1,2,1,2,0,2,0,2,2,2,1,1,104.3,6725.3
242,0,0,1,1,41.0,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65
5529,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7
851,1,0,0,1,52.0,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85
5983,0,0,0,0,22.0,0,1,0,0,2,0,0,2,2,0,1,2,50.35,1098.85
1253,0,0,0,0,7.0,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15
5853,1,0,1,0,62.0,1,2,1,2,2,0,0,0,2,1,0,2,96.1,6001.45
1691,1,0,1,1,60.0,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75
803,0,0,1,0,46.0,1,0,0,0,2,0,2,2,0,2,1,1,64.2,3009.5
6768,0,0,1,1,72.0,1,2,1,2,2,2,2,2,2,2,0,1,117.5,8670.1
2908,1,0,1,0,18.0,1,2,1,2,0,0,0,2,2,0,1,2,99.4,1742.95
6851,1,0,1,1,38.0,1,2,1,0,0,2,2,2,0,2,1,0,94.9,3616.25
3100,0,0,1,0,55.0,1,2,1,0,2,2,0,2,0,0,1,1,94.45,5073.1
4200,0,0,0,0,65.0,0,1,0,2,0,2,2,2,2,2,0,1,59.95,3921.1
3675,0,0,0,0,1.0,1,0,2,1,1,1,1,1,1,0,0,3,20.5,20.5
6893,0,0,1,1,6.0,1,0,0,2,2,0,0,0,0,0,0,1,55.9,365.35
1596,0,0,1,0,2.0,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25
6850,1,0,0,1,66.0,1,2,0,2,2,0,2,0,0,2,0,0,65.7,4378.9
5990,1,0,0,1,36.0,1,0,1,0,2,0,0,2,2,0,1,2,94.7,3512.5
5635,0,0,1,0,22.0,1,0,0,0,2,2,0,0,0,0,1,3,54.7,1178.75
5158,1,0,0,0,72.0,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1777.6
7016,0,0,0,0,1.0,1,0,0,0,2,0,0,0,0,0,0,2,49.95,49.95
4831,0,0,0,0,18.0,0,1,0,2,2,0,2,0,0,1,1,3,40.2,711.95
504,1,0,0,1,69.0,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55
6749,1,0,1,0,70.0,1,2,0,2,2,2,2,2,0,1,0,0,79.4,5528.9
5355,1,0,0,0,48.0,1,2,1,2,0,0,2,0,2,0,1,2,95.4,4445.3
2503,1,0,1,1,44.0,1,0,2,1,1,1,1,1,1,1,0,0,20.6,926.0
3997,0,0,1,0,69.0,1,0,0,0,2,0,0,0,2,2,1,1,61.45,4131.2
6055,0,0,0,0,6.0,1,0,0,0,0,0,0,0,2,0,1,2,55.0,340.4
4813,0,0,0,1,46.0,1,0,1,0,2,2,0,2,2,0,1,2,99.8,4391.25
6512,1,0,0,0,11.0,1,0,0,0,2,2,2,0,0,0,1,2,60.9,688.5
4048,0,0,1,1,58.0,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3624.35
109,1,0,1,1,72.0,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25
3637,1,0,0,0,9.0,1,0,2,1,1,1,1,1,1,0,0,3,20.25,178.5
5492,0,0,1,1,65.0,1,2,2,1,1,1,1,1,1,2,1,0,25.3,1748.55
4583,0,0,1,0,71.0,1,2,0,2,2,2,2,2,2,2,0,2,90.1,6310.9
5040,1,0,1,1,20.0,1,2,1,0,2,0,2,2,0,0,0,3,96.8,1826.7
4212,0,0,0,0,1.0,1,0,1,0,0,0,0,2,2,0,0,2,90.6,90.6
4199,1,0,1,0,55.0,1,2,1,0,0,2,2,2,2,1,1,2,104.15,5743.05
6001,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,3,24.9,24.9
5109,1,0,1,1,66.0,1,0,0,2,2,2,2,0,0,2,0,3,65.85,4097.05
2291,0,0,0,0,4.0,1,2,1,0,0,0,0,2,0,0,1,2,85.65,321.65
3360,1,0,0,0,13.0,1,0,1,0,0,2,0,2,0,0,1,2,83.2,1060.6
1772,1,0,0,0,2.0,1,0,1,0,0,0,0,2,0,0,0,2,79.0,143.65
4034,1,0,1,1,8.0,1,0,0,0,0,0,0,0,0,0,0,0,44.65,369.15
3718,0,0,1,0,57.0,1,2,1,2,0,0,0,2,2,0,1,2,99.65,5497.05
4296,0,0,1,1,35.0,1,2,0,2,0,2,2,2,0,0,0,2,72.25,2568.55
2673,1,0,0,0,22.0,1,2,1,2,0,0,0,2,2,0,1,0,101.35,2317.1
2567,1,0,1,0,60.0,1,2,1,0,2,2,0,2,0,0,1,2,95.75,5742.9
4152,1,0,1,0,65.0,1,2,0,2,0,2,2,0,2,2,0,0,76.15,4929.55
871,1,0,1,1,57.0,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598.0
1650,0,0,0,0,1.0,1,2,1,0,0,0,0,0,2,0,0,3,85.8,85.8
5737,1,0,1,1,18.0,1,0,0,2,0,2,2,2,2,0,0,2,83.25,1611.15
412,0,0,1,0,29.0,1,2,1,0,0,0,0,0,0,0,1,2,74.95,2149.05
6538,1,0,0,0,2.0,1,0,1,0,0,2,2,0,0,0,1,2,79.85,152.45
6429,1,0,1,1,67.0,1,2,0,2,2,2,2,0,0,1,1,1,69.35,4653.25
3966,1,0,1,1,72.0,1,2,1,2,2,0,2,2,2,2,1,1,107.7,7919.8
988,1,0,0,1,27.0,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35
248,1,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55
6239,1,0,1,0,72.0,1,2,1,0,2,0,0,2,2,2,1,2,99.4,7285.7
3367,1,0,0,0,52.0,1,2,0,2,2,2,2,2,2,2,1,3,89.25,4652.4
700,1,0,1,1,66.0,1,2,0,0,0,2,0,2,0,2,1,0,63.3,4189.7
3436,1,0,0,0,25.0,1,0,2,1,1,1,1,1,1,1,1,0,19.5,516.3
3876,1,0,0,0,22.0,1,2,1,0,2,0,0,2,2,0,1,2,100.65,2415.95
6984,1,0,0,1,31.0,0,1,0,0,0,0,0,0,0,0,0,1,25.0,789.2
3668,1,0,1,0,22.0,1,0,0,2,0,0,0,2,0,1,1,0,59.75,1374.35
208,0,0,0,0,19.0,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45
6908,1,0,0,1,9.0,1,0,0,0,0,0,0,2,0,0,0,2,55.35,449.75
1941,1,0,0,0,3.0,1,0,0,0,0,0,0,0,2,0,0,3,54.65,189.1
4239,1,0,1,1,56.0,0,1,0,0,2,2,0,0,0,1,1,1,36.1,1971.5
6254,0,0,1,0,60.0,1,0,1,2,0,0,2,2,2,2,1,2,97.2,5611.75
1123,1,0,1,1,25.0,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0
875,0,0,0,0,3.0,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95
6227,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,46.05,80.35
2747,1,0,0,0,7.0,1,0,2,1,1,1,1,1,1,0,1,3,19.4,168.65
2917,1,0,1,1,68.0,1,0,2,1,1,1,1,1,1,2,1,0,19.95,1303.25
355,0,0,0,0,10.0,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0
1985,0,0,1,1,12.0,0,1,0,0,2,0,0,0,0,0,0,3,29.2,309.1
2684,1,0,0,0,69.0,1,2,1,0,2,0,2,2,2,1,1,0,105.2,7386.05
771,1,0,0,0,15.0,1,2,1,0,0,0,0,2,2,0,1,2,93.35,1444.65
3156,0,0,0,0,25.0,1,0,2,1,1,1,1,1,1,0,0,3,19.05,461.3
289,1,0,0,0,10.0,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4
2875,1,0,1,0,22.0,1,2,1,0,0,0,0,0,2,0,1,2,85.1,1873.7
5184,0,0,1,0,68.0,1,2,1,2,2,0,0,0,0,2,1,0,84.7,5711.05
4220,1,0,1,1,55.0,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1026.35
3492,0,0,0,0,3.0,0,1,0,0,2,0,0,0,0,0,0,3,29.2,98.5
5894,1,0,0,0,45.0,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4740.0
2069,0,0,0,0,1.0,1,0,1,2,0,0,0,2,2,0,1,2,95.6,95.6
4988,0,0,1,0,26.0,1,0,2,1,1,1,1,1,1,1,0,3,19.2,459.6
1852,1,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2
6649,1,0,1,1,6.0,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85
161,0,0,1,0,20.0,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35
4954,1,0,0,1,1.0,1,0,1,0,0,0,0,2,2,0,1,2,90.85,90.85
3927,1,0,1,0,3.0,1,0,2,1,1,1,1,1,1,0,1,1,20.55,51.15
1087,1,0,0,0,32.0,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4
895,1,0,0,0,30.0,1,2,1,2,2,0,0,0,2,0,1,1,94.3,2679.7
4208,1,0,1,0,69.0,0,1,0,0,2,2,2,2,2,1,1,1,60.8,4263.4
5603,0,0,0,0,1.0,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6
2341,0,0,1,0,68.0,1,2,1,2,2,2,2,2,2,2,0,0,114.9,7843.55
2193,1,0,0,1,56.0,1,0,2,1,1,1,1,1,1,1,1,3,21.2,1238.65
4820,0,0,1,0,58.0,1,2,0,2,0,2,2,2,2,2,1,2,84.3,4916.4
2891,0,0,0,0,1.0,1,0,1,0,0,0,0,0,2,0,1,2,79.7,79.7
4608,1,0,0,0,55.0,1,2,0,0,0,2,0,2,2,2,1,0,77.8,4323.35
3682,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.1,69.1
549,1,0,0,0,15.0,1,0,2,1,1,1,1,1,1,0,0,3,19.75,311.6
4576,1,0,1,1,16.0,1,0,2,1,1,1,1,1,1,0,0,2,19.75,313.4
486,0,0,0,0,15.0,1,2,1,0,2,0,0,2,2,0,1,2,100.15,1415.0
3123,1,0,0,0,16.0,1,0,1,0,0,0,0,0,0,0,1,1,69.95,1205.5
6642,1,0,0,0,25.0,1,0,0,2,2,0,2,2,2,0,1,3,79.0,1902.0
713,0,0,0,1,14.0,1,2,1,2,0,0,2,0,0,0,1,3,86.0,1164.05
2081,0,0,1,1,23.0,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1702.9
4876,1,0,0,0,10.0,1,0,1,2,2,2,0,2,2,0,1,2,104.4,1081.45
5721,0,0,0,0,27.0,1,0,0,2,2,0,0,0,0,2,0,0,52.85,1498.65
1456,0,0,1,0,16.0,1,2,1,0,2,0,0,2,2,0,1,2,100.0,1534.75
605,1,0,1,0,72.0,1,2,0,2,0,2,2,2,2,2,0,1,86.65,6094.25
5457,0,0,1,1,11.0,1,0,0,2,0,0,0,0,0,0,0,0,51.0,581.7
829,1,0,1,1,34.0,0,1,0,0,0,2,2,2,0,0,1,2,44.85,1442.6
2921,1,0,0,0,9.0,1,2,1,0,0,0,0,2,2,0,1,2,95.5,829.1
4045,0,0,0,0,14.0,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0
3307,0,0,1,1,48.0,1,2,0,0,2,0,2,2,2,2,0,2,79.65,3870.3
2545,0,0,1,1,62.0,1,0,0,2,0,2,2,2,0,1,1,0,70.75,4263.45
3834,0,0,1,1,57.0,1,0,0,2,0,0,0,2,2,1,1,0,70.1,3913.3
6158,1,0,0,0,2.0,1,0,2,1,1,1,1,1,1,0,1,2,19.65,31.2
6004,0,0,1,1,67.0,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3
2113,1,0,1,1,45.0,1,2,1,0,2,2,0,0,2,1,1,1,95.0,4368.85
5237,0,0,0,0,26.0,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9
1330,1,0,1,0,22.0,1,0,0,2,0,0,2,0,0,1,1,1,56.25,1292.2
1622,0,0,1,0,46.0,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05
2100,1,0,1,0,69.0,1,2,1,0,0,2,0,2,2,1,0,0,99.5,6841.45
5769,0,0,1,1,71.0,1,2,1,2,2,2,0,2,2,2,1,0,109.0,7661.8
5104,0,0,1,0,18.0,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5
2285,1,0,1,0,53.0,1,2,1,2,0,2,0,0,2,0,0,2,93.9,5029.2
2594,0,0,1,0,65.0,1,2,1,0,2,2,2,2,2,2,1,0,107.65,7082.85
1248,0,0,0,0,11.0,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95
1480,1,0,0,0,39.0,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15
4463,1,0,0,0,1.0,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85
1096,0,0,1,0,7.0,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1
4028,1,0,0,0,63.0,1,0,1,2,2,2,2,2,2,2,0,1,109.2,7049.75
5162,1,0,0,1,8.0,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2
6842,1,0,0,0,13.0,1,0,2,1,1,1,1,1,1,1,1,3,19.95,257.0
4825,1,0,0,0,22.0,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1799.3
2247,0,0,0,0,40.0,1,0,2,1,1,1,1,1,1,2,0,1,19.65,830.25
4846,1,0,0,0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,69.15,488.65
6506,0,0,0,0,13.0,1,2,1,0,0,0,0,0,2,0,1,2,84.6,1115.2
5205,0,0,0,0,37.0,1,2,1,2,2,2,0,0,0,0,0,0,91.2,3382.3
2439,1,0,1,1,17.0,1,0,2,1,1,1,1,1,1,1,0,0,19.9,329.75
4799,0,0,1,1,10.0,1,0,2,1,1,1,1,1,1,0,1,0,19.8,196.75
2500,1,0,1,1,50.0,1,0,0,2,0,0,2,2,2,1,0,2,75.5,4025.6
2119,1,0,1,1,46.0,1,0,2,1,1,1,1,1,1,1,1,0,20.2,845.6
2639,1,0,0,0,22.0,1,2,0,2,0,0,0,0,0,0,1,2,54.45,1127.35
4030,0,0,0,1,5.0,1,0,0,0,0,0,2,0,0,0,1,3,51.0,286.8
3319,0,0,0,0,2.0,1,0,0,2,0,0,0,2,2,0,1,2,70.75,146.9
3830,1,0,1,0,4.0,1,2,1,0,2,0,0,2,2,0,1,2,100.2,420.2
5845,0,0,0,0,3.0,1,2,1,0,0,0,0,0,0,0,1,2,75.8,246.3
5161,1,0,0,1,23.0,1,0,0,0,2,0,2,0,0,0,0,2,54.15,1312.45
2393,0,0,1,1,33.0,1,2,1,2,0,2,0,2,2,1,1,3,103.7,3467.0
4829,0,0,0,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,45.0,524.35
5377,1,0,0,0,4.0,1,0,0,0,0,0,2,2,0,0,1,2,61.3,249.4
3377,1,0,1,0,68.0,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2
192,0,0,1,1,69.0,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4
5461,0,0,0,0,62.0,1,0,0,2,0,0,2,0,2,2,1,3,65.1,3846.75
281,0,0,0,0,10.0,1,0,0,0,2,0,0,0,0,0,0,2,51.2,498.25
1722,0,0,0,0,51.0,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5
3203,0,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6520.8
4878,1,0,1,0,31.0,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8
3077,1,0,1,0,45.0,1,0,0,2,0,2,0,0,0,2,0,1,53.3,2296.25
5121,1,0,0,0,29.0,1,2,0,0,2,2,0,0,2,1,0,1,70.9,1964.6
484,0,0,1,1,8.0,1,0,1,0,2,0,0,2,0,0,1,2,83.55,680.05
6880,0,0,1,1,72.0,1,2,2,1,1,1,1,1,1,2,0,0,25.2,1787.35
4071,0,0,0,0,16.0,0,1,0,2,0,0,0,2,0,0,1,2,38.9,664.4
3590,0,0,1,0,50.0,1,0,2,1,1,1,1,1,1,1,1,0,19.85,943.1
1611,0,0,1,0,72.0,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6
